title,cue_start,cue_end,text,language,kind,vimeo_generated_speaker,matched_speaker_id,created_at,updated_at
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,676.085,678.585,"Do you agree? And again,",en-x-autogen,captions,3,,2025-06-23T15:50:08.005Z,2025-06-23T15:50:08.005Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,678.585,681.425,"because these things aren't really thinking that's,",en-x-autogen,captions,3,,2025-06-23T15:50:08.005Z,2025-06-23T15:50:08.005Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,681.425,682.985,that's a dangerous way to ask a question.,en-x-autogen,captions,3,,2025-06-23T15:50:08.005Z,2025-06-23T15:50:08.005Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,683.625,685.905,"I find it helpful to provide a lot of context,",en-x-autogen,captions,3,,2025-06-23T15:50:08.005Z,2025-06-23T15:50:08.005Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,686.085,690.155,but then have the actual executable question be more,en-x-autogen,captions,3,,2025-06-23T15:50:08.005Z,2025-06-23T15:50:08.005Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,690.155,692.595,open-ended to try and avoid influencing the outcome.,en-x-autogen,captions,3,,2025-06-23T15:50:08.005Z,2025-06-23T15:50:08.005Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,693.625,695.445,"I'm not sure, did I, did I answer the question?",en-x-autogen,captions,3,,2025-06-23T15:50:08.005Z,2025-06-23T15:50:08.005Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,695.915,697.845,"Yeah, and, and I'll, I'll add onto",en-x-autogen,captions,2,,2025-06-23T15:50:08.005Z,2025-06-23T15:50:08.005Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,697.845,700.005,that is sometimes when I've been stuck,en-x-autogen,captions,2,,2025-06-23T15:50:08.005Z,2025-06-23T15:50:08.005Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,700.115,704.085,"with not loving the outputs, I actually will refresh",en-x-autogen,captions,2,,2025-06-23T15:50:08.005Z,2025-06-23T15:50:08.005Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,704.145,705.485,and start a whole new prompt.,en-x-autogen,captions,2,,2025-06-23T15:50:08.005Z,2025-06-23T15:50:08.005Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,705.485,707.725,"Like, 'cause there's something about the memory that helps.",en-x-autogen,captions,2,,2025-06-23T15:50:08.005Z,2025-06-23T15:50:08.005Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,708.025,711.685,"And when I do that refresh, sometimes I'll actually start",en-x-autogen,captions,2,,2025-06-23T15:50:08.005Z,2025-06-23T15:50:08.005Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,711.745,715.085,"by asking kind of like leading the witness questions, like,",en-x-autogen,captions,2,,2025-06-23T15:50:08.005Z,2025-06-23T15:50:08.005Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,715.105,717.245,"Hey, are you familiar with Ontario Canada?",en-x-autogen,captions,2,,2025-06-23T15:50:08.005Z,2025-06-23T15:50:08.005Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,717.625,720.485,"And then like, Hey, are you like, are you familiar",en-x-autogen,captions,2,,2025-06-23T15:50:08.005Z,2025-06-23T15:50:08.005Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,720.485,721.845,with the languages that they speak there?,en-x-autogen,captions,2,,2025-06-23T15:50:08.005Z,2025-06-23T15:50:08.005Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,721.865,724.605,"And like I I actually start building like, like a world,",en-x-autogen,captions,2,,2025-06-23T15:50:08.005Z,2025-06-23T15:50:08.005Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,724.665,727.965,"if you will, and then I get into the, the heart",en-x-autogen,captions,2,,2025-06-23T15:50:08.005Z,2025-06-23T15:50:08.005Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,727.965,729.005,of what I wanna ask.,en-x-autogen,captions,2,,2025-06-23T15:50:08.005Z,2025-06-23T15:50:08.005Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,729.255,731.565,Maybe I wanna ask about restaurants in that town,en-x-autogen,captions,2,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,731.585,734.565,"or something, but if I'm really getting frustrated,",en-x-autogen,captions,2,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,734.765,737.005,I might start like world building with it first,en-x-autogen,captions,2,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,737.305,740.845,and then I find it ha it feels like it knows,en-x-autogen,captions,2,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,741.365,743.245,a little bit better 'cause I was leading the witness.,en-x-autogen,captions,2,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,744.065,748.045,"Um, Alex, how do you do a critical evaluation of like",en-x-autogen,captions,2,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,748.955,751.445,"what, what came out, um, of your prompt?",en-x-autogen,captions,2,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,752.985,755.915,"Yeah, definitely leading, asking, leading questions is,",en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,756.095,757.755,is tough even if you're using it,en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,757.755,759.595,"for personal use cases, not legal.",en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,759.655,762.155,"And that's be like the, the system prompts",en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,762.155,765.475,that the model providers use are largely proprietary.,en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,765.815,769.075,"But if you, like, if your company is developing AI itself",en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,769.255,772.705,"and you go into your, um, your instance",en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,772.705,776.025,"of like open AI's playground, you can see",en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,776.165,778.265,how your company's developing prompts,en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,778.325,780.545,and open AI suggests system prompts,en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,780.565,784.265,and they almost always begin with act as a helpful assistant,en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,784.735,788.145,that is friendly and polite and the AI hears that.,en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,788.285,790.105,And when we're just going into chat GBT,en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,790.105,792.305,"and asking legal questions, it's really wanting",en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,792.305,793.825,to please us more than anything else.,en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,794.485,797.505,"Um, so you have to work your way around that a bit.",en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,797.565,799.865,One of the ways that I do it is force it,en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,799.865,801.065,to show its thinking.,en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,801.365,802.825,"So some of the new reasoning models,",en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,803.125,805.945,Gemini 2.5 Pro will do this automatically,en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,805.945,808.265,and it provides a little dropdown box that shows you,en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,808.885,810.425,how the system was thinking itself.,en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,810.485,813.185,But you can also just include in your prompt,en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,813.195,816.785,"after you tell it to act like an attorney to, um,",en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,816.795,819.905,"write out its reasoning in like Iraq format,",en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,820.055,823.185,"like we were taught to do in law school for exams, uh,",en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,823.185,826.305,"which seems brutal, but like it gets that immediately.",en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,826.385,828.865,"I don't even have to spell out like issue rule analysis,",en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,828.865,830.425,conclusion it know what IRAC is,en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,830.885,834.025,"and it'll, it'll structure its response that way",en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,834.045,836.065,"and then at least you can go through, you're like,",en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,836.065,837.065,did it catch the question,en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,837.135,839.025,that I was even asking to spot the issue?,en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,839.455,841.905,What rules it actually setting or is it way off the mark?,en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,842.245,844.505,"And then from there you can, if it is making mistakes,",en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,844.525,846.985,you can figure out where those mistakes were made,en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,846.985,848.065,and have it then go back,en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,848.085,850.745,"and, you know, correct its process there.",en-x-autogen,captions,3,,2025-06-23T15:50:08.006Z,2025-06-23T15:50:08.006Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,851.005,855.865,"Um, another easy hack I've found is using models",en-x-autogen,captions,3,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,856.015,860.905,that are fine tuned for coding use cases that seems odd,en-x-autogen,captions,3,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,861.205,863.825,"and it might not pro provide the best, um,",en-x-autogen,captions,3,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,864.215,866.265,"like written English output itself,",en-x-autogen,captions,3,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,866.285,869.585,but the legal reasoning I found is the strongest not to be.,en-x-autogen,captions,3,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,869.765,872.345,I'm guessing it's because like years ago I read,en-x-autogen,captions,3,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,872.345,875.265,that the highest performers on the LSAT in a bar exam were,en-x-autogen,captions,3,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,875.415,877.785,"math majors in college, which seems counterintuitive",en-x-autogen,captions,3,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,878.445,880.505,at first because you would think like English,en-x-autogen,captions,3,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,880.505,882.985,"and history majors and philosophy major would be the best,",en-x-autogen,captions,3,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,883.645,886.625,but math is just like pure representational logic.,en-x-autogen,captions,3,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,887.205,888.745,"Um, so those people should be able",en-x-autogen,captions,3,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,888.745,890.305,to do logical reasoning in the best,en-x-autogen,captions,3,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,890.645,892.685,and the models kind of bear,en-x-autogen,captions,3,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,892.685,894.485,that out when you're using a math heavy,en-x-autogen,captions,3,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,895.065,898.805,"or coding heavy model, it seems to be able to walk through",en-x-autogen,captions,3,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,899.805,903.245,"discreet, deductive logical reasoning better than just",en-x-autogen,captions,3,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,903.245,904.725,jumping into chat GBT raw,en-x-autogen,captions,3,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,904.725,906.925,"and trying to uh, figure it out from there.",en-x-autogen,captions,3,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,907.745,910.005,"Um, but then taking a step back,",en-x-autogen,captions,3,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,910.005,914.505,"like Jason mentioned GCA ai, we use GC ai, we also used, uh,",en-x-autogen,captions,3,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,915.245,919.505,"um, a tool called White Shoe ai and then we use Ivo AI",en-x-autogen,captions,3,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,920.085,922.745,"and all three of those, like for somebody who doesn't want",en-x-autogen,captions,3,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,922.745,925.705,"to dig in and learn all of these, uh, annoying",en-x-autogen,captions,3,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,926.315,929.265,"geeky nuances, these tools do all that for you.",en-x-autogen,captions,3,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,929.265,931.745,"They're selecting, most likely they're selecting the best",en-x-autogen,captions,3,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,931.745,934.865,"models for you, um, when to use them and how to prompt them.",en-x-autogen,captions,3,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,934.865,936.745,And it helps a ton. I'll share in the chat,en-x-autogen,captions,3,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,937.155,938.385,those three that we use.,en-x-autogen,captions,3,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,938.965,941.265,That's great. And I feel like you touched on this a little,en-x-autogen,captions,2,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,941.265,942.505,"bit, but I'll, but I'll ask it anyway",en-x-autogen,captions,2,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,942.625,943.985,'cause it's one of the questions that we got.,en-x-autogen,captions,2,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,944.485,948.625,"Do you find that the, um, the way that you're asking it",en-x-autogen,captions,2,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,948.625,950.065,"to take on a persona or,",en-x-autogen,captions,2,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,950.245,953.345,"or using logic-based responses, is that",en-x-autogen,captions,2,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,953.445,956.465,"how you build confidence, um, in your responses",en-x-autogen,captions,2,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,956.485,958.065,or is there any other methodology?,en-x-autogen,captions,2,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,958.205,961.705,The specific question is like how do you build confidence,en-x-autogen,captions,2,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,961.725,963.305,and certainty in the response?,en-x-autogen,captions,2,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,963.405,965.385,"And it sounds like you touched on that a bit,",en-x-autogen,captions,2,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,965.445,966.905,"but if you have any, or Jason,",en-x-autogen,captions,2,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,967.005,969.345,if you have any other pro tips on building,en-x-autogen,captions,2,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,969.345,970.785,that confidence in the response?,en-x-autogen,captions,2,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,972.635,974.275,I think so going back,en-x-autogen,captions,3,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,974.275,976.515,"to Ethan Malik's book co Intelligence, one",en-x-autogen,captions,3,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,976.515,978.275,"of the things he says is, um,",en-x-autogen,captions,3,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,979.305,981.925,to begin using AI constantly,en-x-autogen,captions,3,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.007Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,982.145,984.405,"and you'll, you'll start noticing where it's strong,",en-x-autogen,captions,3,,2025-06-23T15:50:08.007Z,2025-06-23T15:50:08.008Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,984.405,986.965,"where it's weak, and that itself will build your confidence.",en-x-autogen,captions,3,,2025-06-23T15:50:08.008Z,2025-06-23T15:50:08.008Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,987.105,988.765,I'm definitely a power user of ai.,en-x-autogen,captions,3,,2025-06-23T15:50:08.008Z,2025-06-23T15:50:08.008Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,988.765,992.775,There's nothing I do now at work that doesn't incorporate,en-x-autogen,captions,3,,2025-06-23T15:50:08.008Z,2025-06-23T15:50:08.008Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,993.675,997.015,"ai, um, like literally every single question I'm receiving",en-x-autogen,captions,3,,2025-06-23T15:50:08.008Z,2025-06-23T15:50:08.008Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,997.035,998.695,"and responding to, unless it's live on",en-x-autogen,captions,3,,2025-06-23T15:50:08.008Z,2025-06-23T15:50:08.008Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,998.695,999.735,a call like this where I can't.,en-x-autogen,captions,3,,2025-06-23T15:50:08.008Z,2025-06-23T15:50:08.008Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,1000.115,1004.375,"And even even then we use transcribing notes, um, notes",en-x-autogen,captions,3,,2025-06-23T15:50:08.008Z,2025-06-23T15:50:08.008Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,1004.375,1006.055,"through these tools that, you know, we'll do speech",en-x-autogen,captions,3,,2025-06-23T15:50:08.008Z,2025-06-23T15:50:08.008Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,1006.055,1007.535,"to text nowadays, which are pretty good.",en-x-autogen,captions,3,,2025-06-23T15:50:08.008Z,2025-06-23T15:50:08.008Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,1008.075,1010.065,"Um, but the more you use it,",en-x-autogen,captions,3,,2025-06-23T15:50:08.008Z,2025-06-23T15:50:08.008Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,1010.105,1012.025,I think the more comfortable you'll get.,en-x-autogen,captions,3,,2025-06-23T15:50:08.008Z,2025-06-23T15:50:08.008Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,1012.045,1014.345,"And even if it seems like something that, ah, I don't need",en-x-autogen,captions,3,,2025-06-23T15:50:08.008Z,2025-06-23T15:50:08.008Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,1014.345,1017.545,"to use this, I know this, um, like the back of my hand,",en-x-autogen,captions,3,,2025-06-23T15:50:08.008Z,2025-06-23T15:50:08.008Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,1017.615,1019.465,it's useful for you to build up the confidence,en-x-autogen,captions,3,,2025-06-23T15:50:08.008Z,2025-06-23T15:50:08.008Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,1019.465,1021.985,to use the tool so that then when a problem comes along,en-x-autogen,captions,3,,2025-06-23T15:50:08.008Z,2025-06-23T15:50:08.008Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,1022.225,1025.185,"that it's like really well suited for, you can use that.",en-x-autogen,captions,3,,2025-06-23T15:50:08.008Z,2025-06-23T15:50:08.008Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,1025.205,1028.265,"And then just also keep it in mind that these tools,",en-x-autogen,captions,3,,2025-06-23T15:50:08.008Z,2025-06-23T15:50:08.008Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,1028.445,1031.185,you should treat them as like a junior associate at a law,en-x-autogen,captions,3,,2025-06-23T15:50:08.008Z,2025-06-23T15:50:08.008Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,1031.375,1034.185,firm or like an entry level or they're pretty good,en-x-autogen,captions,3,,2025-06-23T15:50:08.008Z,2025-06-23T15:50:08.008Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,1034.205,1035.705,"and that they'll give you a lot of good content,",en-x-autogen,captions,3,,2025-06-23T15:50:08.008Z,2025-06-23T15:50:08.008Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,1036.525,1039.265,"but at the end of the day, you're still the actual human",en-x-autogen,captions,3,,2025-06-23T15:50:08.008Z,2025-06-23T15:50:08.008Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,1039.365,1041.625,and the attorney and you should be checking it.,en-x-autogen,captions,3,,2025-06-23T15:50:08.008Z,2025-06-23T15:50:08.008Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,1042.045,1044.425,You shouldn't just be outsourcing this to ai.,en-x-autogen,captions,3,,2025-06-23T15:50:08.008Z,2025-06-23T15:50:08.008Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,1045.065,1046.465,I think those are really good points.,en-x-autogen,captions,3,,2025-06-23T15:50:08.008Z,2025-06-23T15:50:08.008Z
