"thread_id","thread_date","author_id","thread_title","thread_body"
15839,"2025-07-22 19:22:05.050384+00",461,"Canada Nexus Issues / Hiring Employee through PEO","Hi, Braintrust, Our workforce is entirely US-based, but we are contemplating our first Canadian (Ontario) hire for a rock-star individual that our team is very excited about. We are contemplating hiring this person either as an independent contractor, but--preferably--as an employee through a PEO structure.  We don't currently have nexus in Canada for any federal/provincial/local tax implications there, and our CFO is concerned that this hire might trigger nexus.      I'd be grateful to hear from anyone who's worked through this issue and has some insights to share. Thanks in advance! "
15839,"2025-07-22 19:22:05.050384+00",461,"Canada Nexus Issues / Hiring Employee through PEO","Hi, Braintrust, Our workforce is entirely US-based, but we are contemplating our first Canadian (Ontario) hire for a rock-star individual that our team is very excited about. We are contemplating hiring this person either as an independent contractor, but--preferably--as an employee through a PEO structure.  We don't currently have nexus in Canada for any federal/provincial/local tax implications there, and our CFO is concerned that this hire might trigger nexus.      I'd be grateful to hear from anyone who's worked through this issue and has some insights to share. Thanks in advance! "
15840,"2025-07-22 19:26:13.088548+00",16451,"Age Verification Vendors","Hi all, with various age verification requirements coming into place for online platforms, I am curious what methods (biometric/credit/government ID?) & vendors your companies are using (or planning to use) in order to perform that verification? Thank you! "
15841,"2025-07-22 22:05:26.376165+00",35255,"Seeking Insights On Implementing Data Retention Policies","Hi everyone, I'm reaching out to see if anyone has experience leading or project managing the rollout of data retention policies within their organization. I'm particularly interested in hearing about your approach--what worked well, what challenges you encountered, and how you addressed them.      Our workflows are deeply integrated across platforms like Slack, Atlassian, Google Workspace, and others, so we're anticipating a broad impact. I'd also love to connect with anyone who has considered the implications of AI tools on data and records retention, specifically around governance, auditability, and lifecycle management. If you're open to sharing policy examples, frameworks, or templates, that would be incredibly helpful. Otherwise, I'd greatly appreciate the opportunity to have an open discussion with this group and learn from your insights. "
15843,"2025-07-23 01:25:58.001407+00",1787,"Interim Counsel In Australia","We have just entered into an agreement to acquire a company based in Sydney, Australia. During the 3-4 months between now and completion, I'd like to look into retaining a contract/interim local counsel to work with the target as soon as the deal completes, so that I can get ""lay of the land"". Our law firm would be happy to help with this, but I have a strong preference for a lawyer with in-house sensibilites. I understand Axiom does business in Australia and would welcome feedback on Axiom there and recommendations for any other interim legal staffing firms that the braintrust has had experience with. Thanks! "
15844,"2025-07-23 02:37:50.085108+00",6617,"CA Based Employment Lawyer - Employee Side","The spouse of someone on our team is looking for review/guidance on a severance letter. He was recently laid off and needs a cost effective small shop/solo att'y in CA. I searched the database and didn't find any recent rec's. Who do you know and would recommend? Thanks in advance. "
15845,"2025-07-23 13:25:50.981921+00",29825,"False Advertising / Unfair Comp Litigator (Arizona Pref)","Hi folks! A competitor of ours just published a LinkedIn post using our name and misrepresenting our product offers. Do you have a recommendation for a reasonably priced attorney who is well-versed in the Lanham Act, preferably located in Arizona, otherwise the West Coast? "
15846,"2025-07-23 14:27:59.929582+00",34815,"Leveraging Any AI Tech On Top Of Auditboard","Hello, My compliance team is looking for ways to leverage AI with our Auditboard platform to help automate the management of content within the platform and/or use AI to auto respond to inquiries related to any of the documentation published in Auditboard. Has anyone looked into these types of use cases with AI and auditboard? If yes, what steps have you taken to put together these use cases? Let me know if you have any follow up questions. Thanks! "
15847,"2025-07-23 14:49:59.917888+00",2024,"Gov't Contracts Attorney Versed In Litigation","Hi, has anyone worked with a talented attorney who addresses litigation in the government contracting space - in particular looking for someone whose been involved where a prime contract causes a constructive termination of the subK/issues around Suspension of Work clause, DFAR 52.242-14. "
15848,"2025-07-23 15:51:03.027882+00",6870,"Contingent Recruiters Focused On Startup Technical Leadership (e.g., CTO, VP Of Eng)","I'm looking for contingent search firms that have a strong track record placing senior technical leaders (CTO, VP/Head of Engineering) in early-stage or high-growth startups. Thank you in advance! "
15848,"2025-07-23 15:51:03.027882+00",6870,"Contingent Recruiters Focused On Startup Technical Leadership (e.g., CTO, VP Of Eng)","I'm looking for contingent search firms that have a strong track record placing senior technical leaders (CTO, VP/Head of Engineering) in early-stage or high-growth startups. Thank you in advance! "
15848,"2025-07-23 15:51:03.027882+00",6870,"Contingent Recruiters Focused On Startup Technical Leadership (e.g., CTO, VP Of Eng)","I'm looking for contingent search firms that have a strong track record placing senior technical leaders (CTO, VP/Head of Engineering) in early-stage or high-growth startups. Thank you in advance! "
15848,"2025-07-23 15:51:03.027882+00",6870,"Contingent Recruiters Focused On Startup Technical Leadership (e.g., CTO, VP Of Eng)","I'm looking for contingent search firms that have a strong track record placing senior technical leaders (CTO, VP/Head of Engineering) in early-stage or high-growth startups. Thank you in advance! "
15848,"2025-07-23 15:51:03.027882+00",6870,"Contingent Recruiters Focused On Startup Technical Leadership (e.g., CTO, VP Of Eng)","I'm looking for contingent search firms that have a strong track record placing senior technical leaders (CTO, VP/Head of Engineering) in early-stage or high-growth startups. Thank you in advance! "
15848,"2025-07-23 15:51:03.027882+00",6870,"Contingent Recruiters Focused On Startup Technical Leadership (e.g., CTO, VP Of Eng)","I'm looking for contingent search firms that have a strong track record placing senior technical leaders (CTO, VP/Head of Engineering) in early-stage or high-growth startups. Thank you in advance! "
15849,"2025-07-23 15:55:39.318558+00",263,"Fund Subpoena Over Founder Divorce Proceedings","We may be receiving a subpoena for information in a founder's divorce proceedings. The requests we expect are quite broad.  Has anyone dealt with this / know the best way to handle? Would appreciate any advice. "
15850,"2025-07-23 17:15:01.246133+00",34106,"Prompting For Legal Professionals - Training","We have a global legal team offsite in a couple months, and I would love to bring in someone to do prompting training specific for Legal Professionals. We have a wide range of comfort/familiarity with GenAI on our team and I think this would be a great way to bring everyone up to the same level. Has anyone done anything similar for their team? Do you know any trainers that would be good for this? Preferably someone that can be in person but can do remote if necessary. Thank you! "
15851,"2025-07-23 17:32:45.487827+00",6948,"Legal Startup Theo AI Seeks Retail GCs As Advisors","I just fished a call with Jessie Gatchalian, the founder of Theo AI, a new AI tool built to predict litigation outcomes. I spoke to Jessie from the perspective of a former head of litigation about how banks and insurance companies might use such a tool.   I mentioned that I was a member of the Tech GC community and Jessie asked if there are any retail-focused GC members who might want to serve in an advisory capacity to Theo.Ai, and thus this post.   I have found that serving as an advisor to startups is a great way to network and see new technology. And if you meet them before they hire their first GC they might reach out. Please contact Jessie directly if you are interested. "
15852,"2025-07-23 20:54:11.308358+00",1213,"Recommendation For Labor Counsel For Union Organizing Response Strategy","I'd appreciate recommendations for creative and aggressive labor law counsel to help develop and implement a national strategy to respond to union organizing efforts (bonus points if such counsel has also advised Uber, Doordash, Amazon, or Instacart). "
15855,"2025-07-24 00:52:30.880466+00",37382,"Wisconsin Civil Defense Attorney","Hi everyone! Looking for a A Wisconsin-based civil defense attorney with experience in personal injury and (potentially) knowledge in Department of Natural Resources citations. Would appreciate any connection. "
15858,"2025-07-24 04:00:56.285774+00",34275,"The State Of AI in Business Communications","AI Notetakers and Communications was one of the topics discussed at the Sonoma Offsite last week. There was a lot of debate on the topic, so I wanted to share this benchmarking report on The State of AI in Business Communications. Enjoy!  Meeting & Communication AI Trends:   AI meeting assistants are going mainstream: Top features in demand include:   CRM integration (49%)   Real-time transcription (47%)   Automated call summaries (44%)   Voice-to-text & sentiment analysis (36-40%)   Voice analysis is hot: 81% plan to invest in AI for analyzing voice data within 12 months. Half already have clear strategies in place.   Executives are driving adoption: C-level execs are the most active users and champions of AI meeting tech (91% are leading voice AI adoption).   High ROI use cases: Voice data tools are linked to faster resolutions, fewer complaints, increased upsell opportunities, and lower agent burnout.   But… Security is a concern:   72% expect AI-generated fraud (e.g. deepfake voices) in the next year.   Yet, 31% of companies still haven't implemented fraud prevention tools.   Smaller orgs especially lack resources/confidence in detecting fraud.      The Bigger Picture:   97% of businesses expect to increase AI investment in the next 3-5 years.   Customer service and internal collaboration are the most common early applications.   AI is moving from automation -> augmentation--helping teams think, not just do. "
15859,"2025-07-24 17:26:51.910433+00",6275,"Phantom Equity/ Equity Pool Caps","Does anyone have experience working with phantom equity plans? A company has a traditional equity pool as well as a phantom equity plan. They also have a cap on how many shares can be granted under equity plans. Would phantom equity typically count towards a cap if it does not confer a right to any shares? Additional facts - the equity pool cap is defined ""as the maximum number of ordinary shares granted under any incentive agreement"" and incentive agreement is defined to include the phantom equity. "
15860,"2025-07-24 17:31:42.815973+00",37101,"LATAM Expansion (SAAS)","Hi all -- wondering if anyone here has relevant experience or lessons learned. My company is a growth-stage SaaS business (selling out of a private UK Ltd and Delaware Inc) and we're starting to explore commercial expansion into LATAM. No legal entities there yet -- we're hoping to begin by selling cross-border and scaling up only if/when the opportunity justifies. I'd love to hear from others who've done something similar, especially on:   * Best approach to contracting (Delaware vs UK paper, local language, local expectations)   * Handling WHT and tax issues (especially Brazil/Mexico/Argentina)   * How you handled local hires (contractor vs EOR vs subsidiary)   * When local incorporation made sense for you (if ever)   * Data protection / regulatory gotchas we should know about   Happy to share anything we learn in the process -- and would really appreciate any practical tips or war stories from others who've gone down this road. "
15861,"2025-07-24 18:22:47.186647+00",781,"Immigration Lawyer for I-192 US Entry Waiver (Travel to US with Criminal Record)","Could anyone recommend a US immigration lawyer to assist with an I-192 US Entry Waiver, in this case regarding a Canadian who needs to travel to the US who has a criminal record from a minor conviction many years ago. "
15862,"2025-07-24 21:10:32.390414+00",12691,"Recommendation for CA Surrogate Attorney","Does anyone have recommendations for a surrogate lawyer in CA, preferably San Diego or San Francisco area? "
15863,"2025-07-24 22:48:06.272821+00",2535,"Philly Bankruptcy Lawyer?","Anyone have a reference for someone who can support responding to a small Bankruptcy preference legal claim in Philadelphia? Thanks! "
15864,"2025-07-24 22:53:13.31087+00",2535,"UK Employment Question - IP Assignment - Deeds with Witnesses?","A seasoned lawyer in England recommended we have all invention assignments from UK personnel as deeds that need to be signed in the presence of a witness. This is harder because people are remote. Do you handle IP assignments that way from your UK team members? As a deed with a witness requirement for all assignments of IP when you hire a new employee and have them assign ownership of inventions to the company, new one for me. "
15866,"2025-07-25 15:51:32.297112+00",5865,"83(b) Advice","Hi! Is anyone well-versed on 83(b) election? I am helping a startup sort through this but wanted to ensure I understand all aspects. "
15867,"2025-07-25 15:58:42.361003+00",2230,"Vendor Administering Employee LinkedIn Accounts","My sales team wants to engage with a vendor whose business model handles sales lead outreach and qualification by using our BDRs' personal LinkedIn accounts. As in the vendor will log in and have full access to each employee's LinkedIn account. There are so many issues with this. I am envisioning a dozen nightmare scenarios around employee privacy, account security, or policy violations leading to account suspension. My sales team is adamant about wanting to use them though. Has anyone else approved using a vendor who does this? If so, I would appreciate hearing your thoughts on how you got comfortable with this and about anything you put in place to protect your employees. "
15868,"2025-07-25 17:15:24.115019+00",3125,"Crisis Management Plan","We are working on our Legal Crisis Management Plan and have some high level language on when we need to bring a crisis to the board, that is in case of crises that may have a meaningful impact on our business and financial performance and depends on materiality and nature of the crisis. We will always inform our executive leadership team. Another question that came up is about what our government/notification requirements are. That obviously depends on materiality and nature of the crisis. We say that we will comply with all requirements and reference our Cybersecurity and Incident Response Plan. I am very interested to hear what other do regarding these two specific items.       "
15869,"2025-07-25 18:11:58.431439+00",14763,"Dispute Resolution - Terms of Service","Hi all, I'm reviewing our terms of service and considering making some updates. As part of my review, I'd be interested in hearing about what other SaaS or managed services companies have been including in their dispute resolution terms. Our current terms include 30 days of informal mediation and then AAA Commercial Arbitration Rules for U.S. customers and ICC rules for non-U.S. customers. Our non-U.S. business is primarily in Europe (and within Europe, primarily DACH and UK). Some specific questions I have are:   1. If you are including a requirement to try to resolve the dispute with informal mediation first, what is your time limit? I am considering extending the period in our terms but do like that a shorter period can encourage a faster resolution.   2. Which rules are you using? Why? Are there any that make sense to use for both U.S. and non-U.S. customers? Is there any special language that you include to modify the default rules?   I'd appreciate any input. "
15870,"2025-07-25 18:34:48.160758+00",31467,"Former In-House (now in law firm) IP Attorney","Hi all, looking for recommendations for a formerly in-house IP attorney (preferably from a large pharma company) who is now at a law firm who specializes in drug development IP protection. Thanks in advance. "
15871,"2025-07-25 19:26:47.422371+00",37565,"When Did You Bring In-House Immigration Counsel VS. Using Outside Immigration Firms?","We have ""healthy"" budget for immigration spend due to a large engineering population. I am wondering when it makes sense to hire in-house immigration counsel as opposed to continuing to rely on outside counsel? If you could share your thoughts on budgeting, hires, areas of coverage, and stage/maturity of your company, I would appreciate it. Thanks! "
15872,"2025-07-25 20:25:21.803731+00",34802,"iManage Security Policy Manager: Worth it?","Our multi-disciplinary team has iManage Work 10 (cloud). We need to share documents within and across practice areas or with multiple individuals. We're evaluating iManage's Security Policy Manager. The ROI compared to Work 10's basic security capability isn't immediately clear. If your team's using SPM, what's easier/better and is it worth the license and implementation costs? Thanks! "
15873,"2025-07-25 21:16:35.588128+00",24834,"Navigating DORA Compliance","I'd like to learn how non-critical SaaS providers have managed EU-based customer requests for DORA compliance - I see a few discussions on this topic from fall 2024 - early 2025, but am hoping for refreshed feedback based on the last 8 months since effective date.  Specifically:   * if you've added a DORA FAQ and Addendum on your legal center, have your customers been accepting that or pushing their addendums anyway?   * have you seen wide range in customer DORA addendums  -  I received a 5 pager and a 50 pager last week alone   * How have you navigated decoupling these addendums from pending renewals/expansion opportunities.   Thanks in advance! "
15874,"2025-07-25 22:20:28.535313+00",985,"Transferring of IP to Ireland for Tax Purposes","Hey braintrust, I'd love to speak with anyone who's company has (or has considered) moving their IP to Ireland for tax purposes. Would love to learn more about the considerations and processes (as well as costs and pitfalls). Thank you so much! "
15875,"2025-07-26 01:44:05.902656+00",2245,"Japanese Immigration Law Counsel","We are looking for immigration law counsel specifically knowledgeable about or specializing in Japanese immigration law. I'd be grateful for recommendations. "
15876,"2025-07-26 12:55:25.246169+00",6533,"Creating Own Sanctions Check Product","Have your companies created their own internal sanctions check product rather than going with an external SaaS product? If you have, I would love to have some insight on how it's going and the development process. "
15877,"2025-07-28 14:34:58.048208+00",1245,"Part-Time Help For In-House Legal Team (Ops/Admin)","Has anyone had any success with a staffing agency or other service for part-time (as-needed) flexible support for your legal team? I've used Fenwick FLEX successfully for attorneys but am having trouble finding a a good resource for paralegal/legal ops/legal admin level of support. We tried Mom Project but had a negative experience. Any insights or recommendations would be much appreciated! "
15878,"2025-07-28 16:10:33.201047+00",831,"Lexion And Docusign: Lexion Sunset","Hi- Is anyone else starting to plan out how to manage DocuSign sunsetting Lexion? "
15878,"2025-07-28 16:10:33.201047+00",831,"Lexion And Docusign: Lexion Sunset","Hi- Is anyone else starting to plan out how to manage DocuSign sunsetting Lexion? "
15879,"2025-07-28 16:15:56.923034+00",1301,"Slack Enterprise Grid migration","Would anyone be willing to chat about their experience helping business migrate from Slack Business Plus to Enterprise Grid, or otherwise overhauling Slack? I'm looking for practical insights on leveraging the full functionality of Enterprise Grid as we undertake this migration and think through channel reorganization, data retention, A/C privilege issues, and other issues. "
15880,"2025-07-28 17:18:59.820673+00",630,"Customer AI Amendments For SaaS Products","Hi All, We've been negotiating AI amendments with our customers for a couple years now, but more recently it has been harder to get to a reasonable point on risk-sharing and our ability to continue to improve our products with any type of data (even pure usage data). Customers want reps about how the LLM was trained (even though we use a 3rd party LLM), reps and indemnification for outputs (even though that is highly dependent on user inputs) and a real blurring of lines between what type of information we own and can use for product improvement and what the customer owns and we can't use.  I assume others are facing these same amendments. What is your strategy for getting through them? Are you accepting more risk, taking hardlines, changing internal use to comply with the most stringent restrictions? I'd love to discuss and get some ideas about how to reduce handling time for these. "
15881,"2025-07-28 17:41:45.850375+00",37565,"Document/Contract Workflows, SaaS for Legal Departments?","I am wondering what people have used for managing their legal requests and documents: from intake/requests to workflows, to approvals, to e-signature, to document repository (single source of truth). Has anyone successfully done this with off the shelf offerings (if so which ones integrated well?) or did you end up building it in-house? How long did it take? "
15882,"2025-07-28 18:34:09.714222+00",37491,"Strategic NDAs","Happy Monday - has anyone cracked a smooth process for processing strategic NDAs? Our process is quite manual. Any recommendations for software and/or practical guidance regarding a playbook would be greatly appreciated, thank you. "
15883,"2025-07-28 18:45:25.265629+00",34106,"DSAR and Information Request Management","We have suddenly received a flood of DSAR and other personal information requests and are struggling to deal with all of them. We'd like to think through how to build a program so that we have a scalable way to respond in a timely manner. Has anyone gone through this process and would be willing to chat with our Privacy Program Manager? Bonus points if you have a Privacy Ops/Program Manager or other similar role that she could information share and network with on an ongoing basis. Thank you! "
15886,"2025-07-28 21:57:00.845893+00",7416,"Cloud-Based SaaS Sold Via A Reseller (No Contract Between SaaS Provider And End User)","I am looking to speak with anyone who is or has been in-house at a cloud-based SaaS provider who sells through a reseller where there is no contractual relationship between the SaaS provider and the end user. So, the SaaS provider's MSA, DPA, etc. is between the SaaS provider and the reseller only. I have been in-house with SaaS providers for that past 10 years and, although contemplated, I have never seen a reseller arrangement work. That said, I understand that these types of relationship/arrangements do exist. I am trying to understand. (1) how these are set up from a contractual perspective.   (2) how the data privacy requirements are satisfied.   (3) how in-app product terms are flowed down.   (4) I'm sure many other issues I'm not thinking about. "
15887,"2025-07-28 22:06:16.882174+00",30985,"SpotDraft MSA","I'm about to pull the trigger on SpotDraft. For those that use them, what concessions were you able to get against their standard terms? Any feedback would be appreciated. "
15889,"2025-07-29 14:30:40.963226+00",7260,"ISO Polish Employment Counsel","I'm looking for highly pragmatic and reasonably affordable employment counsel to help with a worker classification question in Poland. Does anybody have a recommendation? Thank you! "
15891,"2025-07-29 17:00:40.871901+00",2680,"Streamline AI - Jira integration","Has anyone integrated Streamline AI with Jira? If yes, would love to hear from you.         "
15892,"2025-07-29 18:20:25.24949+00",21252,"TX Employee Side Employment Lawyer","A Texas-based friend of a friend is looking for an employment lawyer for what's been described as ""possible violation of company policy, discrimination and/or wrongful termination."" Thanks in advance for any recs. "
15893,"2025-07-29 18:24:09.491621+00",3082,"Informed Consent","Hi all! I am looking for an informed consent to use patient donated tissue for non-academic use - essentially using it commercially as the basis for a predictive platform. "
15896,"2025-07-29 22:13:07.141376+00",8479,"CRM (Or Similar) in Argentina","Has anyone implemented a CRM or other commercial contract system in Argentina, where many businesses have adopted a general practice of having an offer / acceptance in separate documents in order to avoid stamp tax? Would love to chat through how you managed this if so. Thank you! "
15897,"2025-07-29 23:03:46.508691+00",25141,"AI Risk And Mitigation Summary For Board","Has anyone presented a summary of AI risks the company is exposed to and what they are doing to mitigate those risks for the board or other internal non-legal audience? I was asked to prepare a summary for the board and I can find plenty of guidance samples, but can't find a summary of the risks that is for a non-legal audience. If someone can share an example of how you presented the risks that would be very helpful. Thanks. "
15898,"2025-07-30 12:44:42.687455+00",37675,"Post-Signature Contract Management","Hi all - I would love to get some feedback on the tools you are using for contract management. Our main focus is post-signature (searching contracts, obligation management, exception clause reporting, etc.). We are looking at CLM vendors right now, but I'm also curious about folks that have not gone the route of a traditional big CLM tool. Thanks! "
15899,"2025-07-30 16:03:53.9011+00",567,"Retention Periods for AI Meeting Recordings and Notetaking","Hi everyone - Just curious as to whether your companies are moving in a direction of recording more meetings and using AI notetakers and if so, how you are managing retention periods. "
15900,"2025-07-30 16:04:23.066235+00",14537,"Competition Law Counsel in Texas","Hi! Does anyone have a recommendation for a competition law attorney in Texas? Thank you! "
15903,"2025-07-30 18:16:30.67668+00",4338,"Plans For Expiring RSUs","For private companies that began issuing RSUs to employees in the 2019/2020 time frame, wondering how you are considering handling the seven-year expiration in 2026/2027. Have you considered any alternatives aside from raising money or a tender offer? Appreciate hearing thoughts or having private conversations. I would think that there are going to be more and more companies considering their options in the coming 12-24 months. "
15904,"2025-07-30 19:08:55.232906+00",36639,"Technical Due Diligence Consultant","We are pursuing a relatively small acquisition where Target's only meaningful asset is software. For several reasons primarily related to bandwidth, our product/engineering team would like to retain a technical consultant to help us with code review. I'm seeking referrals to such a consultant or firm. Thanks! "
15905,"2025-07-30 19:25:33.386666+00",1628,"Double Trigger RSUs Approaching Expiration","Hi, curious if there are any private companies out there that started issuing double trigger RSUs to employees in the 2019-2020 timeframe and would be willing to share/chat about what options you are considering as the seven-year expiration date on those RSUs approaches. Have you considered options aside from raising money or doing a tender offer? We started issuing RSUs in 2021 and would love to hear from companies a little earlier on in the timeline. Thanks! "
15906,"2025-07-30 19:56:57.80643+00",7260,"Cap Table Consolidation using rollups.com","Is anybody using (or considering) this product? Rollups. If so, I would be grateful for any feedback about how that has gone, both to implement and then in future transactions (financing, exit, etc.). Thanks! "
15907,"2025-07-30 20:05:01.883406+00",35988,"Compliance Screening","We are reviewing our OFAC compliance screening vendor and have identified Sanctions.io as a highly cost-effective option. Does anyone have experience with Sanctions.io? We'd appreciate any insights on their effectiveness, ease of use, support, or any challenges encountered. "
15910,"2025-07-30 22:15:34.218852+00",25822,"Life Insurance [Q]: Any & All Help & Insight Is Welcome.","A friend purchased life insurance through a NY-based fraternal organization 40 years ago & paid all premiums. The state-based org was acquired 20 years ago by the national fraternal organization, which is based in another state.      \- The friend has now passed on;     \- The estate is seeking payout of the death benefit;     \- The national org is pleading ignorance of the policy & refusing to pay;     \- The estate has a record of policy number, premiums paid, & communications from 1990's with the NY-based org; but      \- The estate cannot find the original policy or a copy of it. Suggested next steps? "
15911,"2025-07-30 22:21:08.465235+00",3681,"Billing Agent Agreement","Does anyone have a good billing agent agreement that would allow one company to collect payment on behalf of another (to consolidate billing/invoicing for a shared customer)? "
15914,"2025-07-31 14:03:02.441468+00",23186,"SaaS Sales Commissions Plan","All - I'm looking for a template sales commissions plan. Thanks in advance! "
15915,"2025-07-31 15:11:06.750787+00",961,"Mediator/Neutral With ABC (Assignment For The Benefit Of Creditors) Experience","Can anyone recommend a mediator with ABC (assignment for the benefit of creditors) experience? Retired judges and similar are preferred to current ABC practitioners. Ideally this person will have California ABC, but any meaningful ABC experience would be great. Thanks in advance! "
15917,"2025-07-31 15:14:52.620317+00",14334,"AI For Software Dev","We're working on putting together practical guidance for our Eng team around use of AI tools for software development while still protecting proprietary rights. I've been looking at the recent guidance on copyrightability/authorship and patentability/inventorship, and there are some helpful examples in there but nothing that translates easily to practical guidance. Wondering how you all are thinking about this and any concrete guidance you're giving your Eng teams. "
15919,"2025-07-31 15:56:08.659981+00",14334,"Event Location Buy-Out Agreement","We're doing a coffee shop buy out for a conference and need a contract that details F+B minimum, payment schedule, branding opps, etc. "
15921,"2025-07-31 17:08:07.558045+00",791,"Early Retirement Program - Template Request","Does anyone have any experience implementing an early retirement program? I would love to chat. I would also love if anyone has any past examples or templates that they could share. Thanks. "
15922,"2025-07-31 19:11:16.216104+00",19201,"Recommendation For InfoSec Consultant","We are looking for an Info Sec Consultant to advise us on leveling up our practices. (We're a fully remote tech start-up.) Any recommendations would be greatly appreciated. "
15923,"2025-07-31 20:31:50.852013+00",755,"Financial Advisor For Employee Education In Equity Buyout Transaction","I'm looking for experiences or recommendations of engaging a financial advisor that could speak generally to employees in a town-hall style about the general considerations of going through a strategic transaction and the implications of having their equity cashed out. We are going through a majority recap with a large private equity firm. A number of employees have been at the company for a number of years, and thus have significant stock and option holdings that will be cashed out.   I, along with other members of the leadership team, do not want to be providing advice or answering individuals' questions, and instead we were thinking of finding a financial advisor who could speak to and generally educate the employee base on key issues they should be thinking about. The intent is that the advisor would not be giving individualized advice but would be in an educator role. Our outside counsel and audit firm are both not interested in taking on this type of role.  Has anyone done this in the context of a change of control transaction and/or are there any recommendations of individuals or firms that would be able to assist us? "
15924,"2025-07-31 20:43:42.545044+00",34692,"Data Retention Program Consultants - Recommendations Needed","Hi all, we're preparing to refresh our data retention program and procedures for a much needed overhaul. Does anyone have any recommendations for consultants or vendors who have been useful in helping to build out a refreshed data retention program? Bonus points if they have advised in the manufacturing space! "
15925,"2025-07-31 22:00:16.065125+00",21586,"Section 16 Filing Vendor","We are bringing our Section 16 filings in-house and are in process of interviewing vendors. Curious to hear opinions on vendors - particularly Computershare, Toppan or Workiva. Thanks! "
15926,"2025-07-31 22:18:34.609612+00",6739,"Automatic reply: The L Suite Digest","Thank you for your message. I am out of office until Monday, 4 August. If your message is urgent, please contact legal@justclimate.com.        Just Climate LLP is a limited liability partnership registered in England and Wales.   Registered No: OC437296. Registered office: 20 Air Street, London, W1B 5AN. This message and any attachment are confidential and may be privileged or otherwise protected from disclosure. If you are not the intended recipient, please email the sender and delete this message and any attachment from your system. You are hereby notified that any unauthorised copying, disclosure or distribution of the material in this e-mail is strictly prohibited. This communication is for informational purposes only. It is not intended as an offer or solicitation for the purchase or sale of any financial instrument or as an official confirmation of any transaction. All information contained in this communication is not warranted as to completeness or accuracy and is subject to change without notice. Any comments or statements made in this communication do not necessarily reflect those of Just Climate LLP. Please consider the environment before printing this e-mail. "
15929,"2025-08-01 02:20:08.176282+00",16159,"Bankruptcy Claims Management Playbook","Wondering if anyone have/can share their company's playbook on collecting payment, fees, and debt under SaaS/software contracts from customers that have filed for bankruptcy? "
15932,"2025-08-01 14:02:39.07869+00",33126,"Mid-size law firm for employment and corporate work (Europe)","Hi there,     I'm looking for recommendations for a mid-size law firm for various pieces of corporate work and employment disputes that come up from time to time across our subs in the UK, France, Netherlands and Spain. Ideally a London headquartered law firm with offices across the EU.      Thank you in advance!  Liesl  "
15933,"2025-08-01 15:29:51.738933+00",3147,"Form PF Amendments","Hi Braintrust! We're getting ready to update our records to comply with the new Form PF investor classifications. I'm wondering if anyone has either (1) pushed out requested updates to Form PF classifications to your LP base or (2) spent time thinking about how you might push them out, including how you plan to collect the new data.      (We file quarterly and so have a 11/30/25 compliance date. Realize VC only platforms may not be thinking about this until later in the year if you only file annually.)     Thanks,     Matt "
15934,"2025-08-01 19:15:54.337203+00",1625,"Compliance Consultant for ERA","Hi -- any referrals for a compliance consultant for an ERA? I'd prefer not to work with the ACA, Optima, Iron Roads of the world as an ERA. I worked with Greyline / IQEQ in my prior life when we flipped from an ERA to an RIA but ultimately switched to Optima due to the deteriorating level of service with IQEQ.      In a quick search of Braintrust, I've found referrals for Aspect Advisors, Silver Regulatory Advisors, and HighCamp. Primary projects would be helping us revamp our compliance policies, assist in reviewing marketing materials on occasion, brainstorming on the thornier issues that will inevitably come up, etc.  "
15935,"2025-08-01 22:47:32.071132+00",14896,"Reselling to Pub Sec Customers","For those in Saas companies w/resale programs. I'm curious how many of you are directing all resale to gov't customers (SLED and/or FED) through a particular partner like Immix/EC America or Carahsoft. I've seen this as an approach by a few companies but would like to better understand the potential benefits of structuring a resale program this way. "
15936,"2025-08-02 15:28:48.881531+00",36482,"Paralegal / Contract Manager /","If anyone knows of any good paralegals, contract managers, or legal support personnel looking for an in-house job please forward on over! Thanks!  "
